,City,State,Median Age,Male Population,Female Population,Total Population,Foreign-born,Average Household Size,State Code,CO,NO2,O3,SO2,PM2.5,PM10
2371,Carmichael,California,41.0,29281.0,33934.0,63215,7378.0,2.39,CA,340.46,3.6,27.54,1.15,1.38,3.08
2372,Savannah,Georgia,30.3,69389.0,76295.0,145684,10355.0,2.5700000000000003,GA,220.3,1.93,67.95,0.37,3.35,3.59
2373,Glendale,Arizona,34.4,116795.0,123319.0,240114,44133.0,2.89,AZ,247.0,6.34,107.29,2.15,6.33,7.35
2374,Union City,California,38.5,38599.0,35911.0,74510,32752.0,3.46,CA,253.68,8.48,98.71,1.64,7.9,13.26
2375,Guaynabo,Puerto Rico,42.2,33066.0,37426.0,70492,,,PR,,,,,,
2376,Milpitas,California,36.8,40098.0,37519.0,77617,39436.0,3.32,CA,,,,,,
2377,Kansas City,Kansas,33.4,74606.0,76655.0,151261,25507.0,2.71,KS,293.73,15.77,72.24,4.53,5.98,7.65
2378,Davenport,Iowa,35.2,50123.0,52454.0,102577,4065.0,2.39,IA,247.0,8.48,52.21,0.22,2.52,2.84
2379,Bolingbrook,Illinois,33.7,36295.0,35801.0,72096,15212.0,3.42,IL,,,,,,
2380,Roswell,Georgia,38.8,48637.0,45859.0,94496,16501.0,2.7,GA,223.64,1.59,72.24,1.15,2.71,3.16
2381,Huntsville,Alabama,38.1,91764.0,97350.0,189114,12691.0,2.18,AL,220.3,2.34,75.1,0.54,2.16,2.44
2382,Livonia,Michigan,47.4,45369.0,49264.0,94633,7175.0,2.52,MI,283.72,9.51,33.62,0.84,3.16,3.65
2383,Fort Worth,Texas,32.6,414126.0,422843.0,836969,143404.0,2.88,TX,,,,,,
2384,Tracy,California,35.5,43156.0,43937.0,87093,25410.0,3.42,CA,,,,,,
2385,Nashville,Tennessee,34.1,314231.0,340365.0,654596,88193.0,2.39,TN,,,,,,
2386,Union City,New Jersey,35.4,35376.0,33773.0,69149,40553.0,2.85,NJ,253.68,8.48,98.71,1.64,7.9,13.26
2387,Independence,Missouri,38.6,54348.0,62907.0,117255,4911.0,2.33,MO,,,,,,
2388,Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,35320.0,2.48,CO,165.22,0.81,82.97,0.2,0.9,1.05
2389,Camarillo,California,40.8,31941.0,35682.0,67623,9735.0,2.77,CA,,,,,,
2390,Kendall,Florida,40.2,36658.0,39808.0,76466,31180.0,2.81,FL,,,,,,
2391,Parma,Ohio,40.8,38425.0,41518.0,79943,6909.0,2.42,OH,,,,,,
2392,Shawnee,Kansas,40.1,32313.0,32745.0,65058,4136.0,2.64,KS,,,,,,
2393,Bk,California,37.0,50405.0,54909.0,105314,32435.0,2.52,CA,,,,,,
2394,Yonkers,New York,38.0,96580.0,104538.0,201118,61247.0,2.8,NY,373.84,50.04,30.4,6.97,5.55,8.57
2395,San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,5757.0,3.44,AZ,210.29,1.97,108.72,0.48,5.96,14.8
2396,Alafaya,Florida,33.5,39504.0,45760.0,85264,15842.0,2.94,FL,,,,,,
2397,Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,56514.0,2.58,MN,,,,,,
2398,Boston,Massachusetts,31.8,322149.0,347320.0,669469,190123.0,2.38,MA,,,,,,
2399,Dearborn,Michigan,33.5,46482.0,48698.0,95180,23920.0,3.04,MI,,,,,,
2400,Lawrence,Massachusetts,30.8,37464.0,42776.0,80240,29170.0,3.17,MA,,,,,,
2401,Nampa,Idaho,31.4,45651.0,44199.0,89850,6607.0,2.98,ID,,,,,,
2402,Vista,California,29.3,50680.0,50204.0,100884,23271.0,3.52,CA,,,,,,
2403,Cary,North Carolina,39.9,78932.0,81582.0,160514,30008.0,2.61,NC,,,,,,
2404,Palm Bay,Florida,40.7,51767.0,56128.0,107895,12070.0,2.8200000000000003,FL,,,,,,
2405,Portsmouth,Virginia,33.6,45900.0,50301.0,96201,1815.0,2.54,VA,230.31,14.22,20.92,5.54,2.42,2.89
2406,Lawton,Oklahoma,31.1,51099.0,45560.0,96659,6123.0,2.719999999999999,OK,226.97,2.49,85.12,0.28,4.16,5.01
2407,Reading,Pennsylvania,29.4,43668.0,44205.0,87873,17043.0,2.95,PA,,,,,,
2408,New Britain,Connecticut,33.4,37350.0,35459.0,72809,15080.0,2.52,CT,,,,,,
2409,Everett,Washington,37.0,56212.0,51800.0,108012,19499.0,2.36,WA,263.69,5.4,55.08,2.18,3.47,4.7
2410,Waukesha,Wisconsin,35.8,36263.0,35713.0,71976,4982.0,2.35,WI,,,,,,
2411,The Woodlands,Texas,38.8,56083.0,63061.0,119144,21188.0,2.93,TX,273.71,8.4,77.96,0.9,7.37,9.13
2412,Lubbock,Texas,29.2,122320.0,126731.0,249051,14226.0,2.61,TX,216.96,5.27,82.25,0.3,4.24,8.01
2413,North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,49815.0,3.31,NV,,,,,,
2414,Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,12268.0,2.52,LA,247.0,5.57,100.14,3.28,6.2,7.34
2415,Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,573463.0,2.53,IL,407.22,50.72,14.84,2.21,5.51,7.72
2416,Garden Grove,California,37.8,86779.0,88605.0,175384,80677.0,3.66,CA,,,,,,
2417,Conroe,Texas,31.5,34907.0,33685.0,68592,13839.0,2.65,TX,250.34,5.83,57.22,0.55,4.82,6.76
2418,South Jordan,Utah,33.8,33669.0,32970.0,66639,6142.0,3.61,UT,,,,,,
2419,Cape Coral,Florida,45.0,85626.0,89604.0,175230,24185.0,2.85,FL,220.3,1.46,98.71,0.31,4.61,7.07
2420,Chesapeake,Virginia,36.7,114964.0,120465.0,235429,13966.0,2.73,VA,257.02,8.05,45.42,0.62,6.79,8.44
2421,Columbus,Ohio,32.5,413981.0,435086.0,849067,101129.0,2.4,OH,263.69,9.08,44.7,1.58,2.15,2.23
2422,Norwalk,California,35.0,53125.0,54020.0,107145,39396.0,3.88,CA,253.68,9.08,60.08,1.1,2.74,3.37
2423,Reading,Pennsylvania,29.4,43668.0,44205.0,87873,17043.0,2.95,PA,,,,,,
2424,Westminster,California,42.9,45538.0,46573.0,92111,42227.0,3.27,CA,260.35,30.5,0.53,8.23,5.25,5.92
2425,Irvine,California,34.6,125411.0,131516.0,256927,116366.0,2.73,CA,,,,,,
2426,Arlington,Texas,32.6,191060.0,197062.0,388122,79271.0,2.89,TX,283.72,13.37,77.25,1.39,3.43,4.9
2427,Johns Creek,Georgia,39.0,40282.0,43057.0,83339,29000.0,3.19,GA,230.31,1.89,66.52,0.79,2.78,3.27
2428,Edmond,Oklahoma,32.5,45191.0,44899.0,90090,5585.0,2.68,OK,208.62,1.95,67.95,0.09,1.68,2.59
2429,Bend,Oregon,37.3,42294.0,44723.0,87017,3032.0,2.39,OR,,,,,,
2430,Las Vegas,Nevada,37.5,310568.0,313201.0,623769,127609.0,2.79,NV,,,,,,
2431,Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,13177.0,2.44,AR,300.41,15.59,40.41,0.5,3.43,5.5
2432,South Jordan,Utah,33.8,33669.0,32970.0,66639,6142.0,3.61,UT,,,,,,
2433,Carrollton,Texas,36.9,66928.0,66218.0,133146,35327.0,2.78,TX,,,,,,
2434,Cleveland,Ohio,36.0,186436.0,201623.0,388059,18830.0,2.24,OH,,,,,,
2435,Norwalk,Connecticut,42.4,40880.0,47603.0,88483,22328.0,2.7,CT,253.68,9.08,60.08,1.1,2.74,3.37
2436,West Valley City,Utah,30.7,68235.0,67989.0,136224,30712.0,3.81,UT,410.56,45.24,92.98,5.25,38.96,43.55
2437,Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,19176.0,2.56,MI,,,,,,
2438,Federal Way,Washington,36.4,49151.0,46037.0,95188,18565.0,2.68,WA,,,,,,
2439,Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,28567.0,2.42,FL,323.77,18.85,43.99,20.27,1.16,1.94
2440,Turlock,California,36.2,33190.0,39103.0,72293,14686.0,2.76,CA,,,,,,
2441,Riverside,California,31.4,160613.0,161810.0,322423,69584.0,3.34,CA,,,,,,
2442,Bloomington,Minnesota,40.9,43318.0,43118.0,86436,10728.0,2.3,MN,216.96,2.14,71.53,0.73,1.15,1.28
2443,Berkeley,California,32.5,60142.0,60829.0,120971,25000.0,2.35,CA,247.0,5.01,88.69,2.09,5.07,10.53
2444,Santa Fe,New Mexico,44.1,40601.0,43511.0,84112,13824.0,2.41,NM,,,,,,
2445,Victorville,California,30.6,60989.0,61247.0,122236,21959.0,3.47,CA,200.27,0.47,78.68,0.14,3.11,5.5
2446,Lewisville,Texas,31.6,52776.0,52032.0,104808,24865.0,2.78,TX,236.99,5.66,78.68,0.63,3.43,4.89
2447,Newark,New Jersey,34.6,138040.0,143873.0,281913,86253.0,2.73,NJ,390.53,56.21,23.96,10.25,6.16,8.81
2448,Chino Hills,California,41.9,39639.0,38674.0,78313,24764.0,3.05,CA,,,,,,
2449,Schaumburg,Illinois,36.9,35971.0,39840.0,75811,24614.0,2.719999999999999,IL,226.97,5.18,68.67,0.95,1.56,2.22
2450,Bloomington,Indiana,23.5,40588.0,43227.0,83815,10033.0,2.33,IN,216.96,2.14,71.53,0.73,1.15,1.28
2451,Clovis,California,37.8,52392.0,51780.0,104172,13409.0,2.76,CA,,,,,,
2452,Torrance,California,41.2,73209.0,75259.0,148468,43096.0,2.7,CA,320.44,16.79,150.2,4.17,16.64,21.05
2453,Reno,Nevada,35.7,122292.0,119151.0,241443,37070.0,2.46,NV,,,,,,
2454,McKinney,Texas,35.6,77339.0,85548.0,162887,25760.0,2.91,TX,233.65,7.97,61.51,0.29,2.0,3.0
2455,Roanoke,Virginia,36.9,47252.0,52645.0,99897,7346.0,2.35,VA,,,,,,
2456,Corona,California,37.1,79749.0,84493.0,164242,42131.0,2.969999999999999,CA,460.63,15.08,323.3,19.31,61.2,67.82
2457,Fairfield,California,34.7,55550.0,57422.0,112972,24503.0,3.14,CA,223.64,1.35,113.01,0.39,9.41,12.46
2458,Arlington,Texas,32.6,191060.0,197062.0,388122,79271.0,2.89,TX,283.72,13.37,77.25,1.39,3.43,4.9
2459,Downey,California,37.3,53006.0,61205.0,114211,39977.0,3.45,CA,,,,,,
2460,Macon,Georgia,36.0,71833.0,81626.0,153459,4846.0,2.46,GA,247.0,3.09,72.96,2.15,5.18,5.64
2461,Palm Bay,Florida,40.7,51767.0,56128.0,107895,12070.0,2.8200000000000003,FL,,,,,,
2462,Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,12868.0,2.44,GA,223.64,1.89,66.52,0.75,2.57,3.27
2463,Riverside,California,31.4,160613.0,161810.0,322423,69584.0,3.34,CA,,,,,,
2464,Temecula,California,34.2,54407.0,57619.0,112026,18884.0,3.34,CA,300.41,3.6,191.69,4.83,26.64,29.94
2465,Concord,California,39.6,62310.0,66358.0,128668,37428.0,2.719999999999999,CA,250.34,8.91,50.78,1.55,3.08,3.59
2466,Columbus,Georgia,33.7,98785.0,101794.0,200579,10376.0,2.62,GA,263.69,9.08,44.7,1.58,2.15,2.23
2467,Corpus Christi,Texas,35.0,160488.0,163594.0,324082,30834.0,2.69,TX,,,,,,
2468,Rancho Cordova,California,33.8,34844.0,36182.0,71026,17020.0,2.86,CA,,,,,,
2469,Columbia,South Carolina,28.0,67686.0,65707.0,133393,6074.0,2.32,SC,240.33,2.66,60.8,0.95,4.39,4.63
2470,Tampa,Florida,35.3,175517.0,193511.0,369028,58795.0,2.47,FL,213.62,2.08,91.55,0.59,2.91,5.1
2471,Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,6313.0,2.28,AR,267.03,9.08,47.92,1.07,4.29,8.32
2472,Tucson,Arizona,33.6,264893.0,266781.0,531674,82220.0,2.45,AZ,203.61,1.15,118.73,0.69,6.27,16.14
2473,Montgomery,Alabama,35.4,94582.0,106004.0,200586,9337.0,2.41,AL,,,,,,
2474,Kansas City,Missouri,35.9,228430.0,246931.0,475361,37787.0,2.35,MO,293.73,15.77,72.24,4.53,5.98,7.65
2475,Lawrence,Massachusetts,30.8,37464.0,42776.0,80240,29170.0,3.17,MA,,,,,,
2476,College Station,Texas,22.9,54125.0,53774.0,107899,16145.0,2.52,TX,,,,,,
2477,West Palm Beach,Florida,39.6,49262.0,57520.0,106782,30675.0,2.53,FL,,,,,,
2478,Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,9813.0,2.37,WI,,,,,,
2479,Bossier City,Louisiana,32.7,33428.0,34669.0,68097,2980.0,2.4,LA,,,,,,
2480,Merced,California,29.7,40048.0,42392.0,82440,16348.0,3.15,CA,,,,,,
2481,Roanoke,Virginia,36.9,47252.0,52645.0,99897,7346.0,2.35,VA,,,,,,
2482,Warner Robins,Georgia,31.4,35093.0,38909.0,74002,3210.0,2.5,GA,,,,,,
2483,Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,19176.0,2.56,MI,,,,,,
2484,San Leandro,California,41.8,43032.0,47679.0,90711,34293.0,2.79,CA,253.68,10.45,87.26,3.1,7.17,12.5
2485,Plano,Texas,38.1,138565.0,145054.0,283619,74030.0,2.65,TX,,,,,,
2486,Lynchburg,Virginia,28.7,38614.0,41198.0,79812,4364.0,2.48,VA,253.68,3.38,46.49,0.74,5.22,5.39
2487,The Woodlands,Texas,38.8,56083.0,63061.0,119144,21188.0,2.93,TX,273.71,8.4,77.96,0.9,7.37,9.13
2488,Folsom,California,40.9,41051.0,35317.0,76368,13234.0,2.62,CA,,,,,,
2489,Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,28187.0,2.13,PA,,,,,,
2490,Sparks,Nevada,36.1,47780.0,48318.0,96098,15690.0,2.63,NV,,,,,,
2491,Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,17490.0,2.85,MN,277.04,12.34,60.08,1.33,4.85,5.87
2492,Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,2413.0,2.29,SC,,,,,,
2493,San Buenaventura,California,37.7,53932.0,55785.0,109717,18025.0,2.68,CA,,,,,,
2494,Lynn,Massachusetts,34.8,44598.0,47861.0,92459,29899.0,2.81,MA,,,,,,
2495,Clearwater,Florida,47.0,55225.0,57754.0,112979,17686.0,2.4,FL,200.27,0.19,91.55,0.21,1.85,5.34
2496,Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,43751.0,2.37,OK,440.6,38.04,27.9,2.44,5.65,6.81
2497,Greensboro,North Carolina,35.5,132251.0,153093.0,285344,26667.0,2.36,NC,,,,,,
2498,Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,34003.0,2.91,FL,223.64,2.7,92.98,0.2,4.78,7.13
2499,Washington,District of Columbia,33.8,319705.0,352523.0,672228,95117.0,2.24,DC,,,,,,
2500,Milwaukee,Wisconsin,31.6,286315.0,313839.0,600154,58321.0,2.51,WI,287.06,19.71,38.98,0.41,2.1,2.94
2501,Sparks,Nevada,36.1,47780.0,48318.0,96098,15690.0,2.63,NV,,,,,,
2502,Tustin,California,33.4,39511.0,41052.0,80563,25034.0,3.27,CA,,,,,,
2503,Bayonne,New Jersey,39.7,32705.0,33598.0,66303,21899.0,2.62,NJ,,,,,,
2504,Lynwood,California,29.4,35634.0,36371.0,72005,28061.0,4.43,CA,,,,,,
2505,Lexington-Fayette  county,Kentucky,34.4,154032.0,160456.0,314488,28613.0,2.34,KY,230.31,3.47,65.8,2.15,2.34,2.5
2506,Las Cruces,New Mexico,32.7,47835.0,53809.0,101644,11888.0,2.58,NM,213.62,0.9,108.72,0.95,11.54,34.61
2507,North Charleston,South Carolina,30.7,56549.0,55315.0,111864,8789.0,2.8200000000000003,SC,,,,,,
2508,Miramar,Florida,36.6,66157.0,70958.0,137115,57179.0,3.41,FL,213.62,2.57,88.69,0.37,4.1,6.54
2509,Lorain,Ohio,35.6,30844.0,32807.0,63651,1531.0,2.52,OH,277.04,12.0,39.7,4.65,4.54,4.8
2510,Johns Creek,Georgia,39.0,40282.0,43057.0,83339,29000.0,3.19,GA,230.31,1.89,66.52,0.79,2.78,3.27
2511,Los Angeles,California,35.0,1958998.0,2012898.0,3971896,1485425.0,2.86,CA,,,,,,
2512,Eau Claire,Wisconsin,32.0,32327.0,35106.0,67433,2833.0,2.4,WI,,,,,,
2513,Lakeland,Florida,38.1,47840.0,56570.0,104410,11592.0,2.56,FL,,,,,,
2514,Reno,Nevada,35.7,122292.0,119151.0,241443,37070.0,2.46,NV,,,,,,
2515,Weston,Florida,38.6,32956.0,36991.0,69947,30876.0,3.34,FL,,,,,,
2516,Miami Gardens,Florida,34.9,50719.0,62480.0,113199,33394.0,3.75,FL,,,,,,
2517,Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,13708.0,2.66,MI,273.71,6.26,39.7,0.49,2.69,3.06
2518,Indio,California,35.9,43803.0,43723.0,87526,22538.0,3.08,CA,226.97,1.39,127.32,0.82,8.99,11.52
2519,Lawrence,Kansas,27.4,45592.0,48324.0,93916,8701.0,2.53,KS,,,,,,
2520,Racine,Wisconsin,33.7,39314.0,38423.0,77737,4403.0,2.56,WI,280.38,19.19,55.79,1.62,2.27,2.85
2521,Boynton Beach,Florida,45.8,33701.0,40271.0,73972,15431.0,2.45,FL,,,,,,
2522,Alexandria,Virginia,36.6,74989.0,78522.0,153511,44030.0,2.2,VA,297.07,43.18,24.68,35.76,92.47,109.56
2523,Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,17884.0,2.41,RI,,,,,,
2524,Shreveport,Louisiana,35.2,93138.0,103856.0,196994,5658.0,2.53,LA,236.99,5.74,94.41,1.24,5.73,8.59
2525,San Francisco,California,38.3,439752.0,425064.0,864816,297199.0,2.37,CA,230.31,1.39,88.69,1.06,4.88,10.79
2526,Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,7915.0,2.67,GA,,,,,,
2527,Vacaville,California,35.8,50091.0,46703.0,96794,10577.0,2.9,CA,226.97,1.76,121.59,0.48,9.55,12.33
2528,Cheektowaga,New York,40.7,37476.0,38599.0,76075,3532.0,2.3,NY,,,,,,
2529,Chino Hills,California,41.9,39639.0,38674.0,78313,24764.0,3.05,CA,,,,,,
2530,Manchester,New Hampshire,37.3,54845.0,55378.0,110223,14506.0,2.4,NH,,,,,,
2531,Arlington,Virginia,34.4,113981.0,115183.0,229164,55205.0,2.19,VA,283.72,13.37,77.25,1.39,3.43,4.9
2532,Norfolk,Virginia,30.2,128917.0,117476.0,246393,16702.0,2.51,VA,413.9,39.07,47.21,2.59,7.83,10.18
2533,Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,23642.0,2.46,FL,236.99,8.65,75.82,0.52,6.0,9.71
2534,Miami,Florida,40.4,215840.0,225149.0,440989,260789.0,2.5,FL,,,,,,
2535,Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,58200.0,2.49,NM,,,,,,
2536,Medford,Oregon,38.6,39606.0,40189.0,79795,6185.0,2.65,OR,303.75,24.33,45.42,2.92,4.16,7.04
2537,Gilbert,Arizona,33.2,116711.0,130812.0,247523,24531.0,3.2,AZ,226.97,5.48,145.91,2.59,8.82,17.46
2538,Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,573463.0,2.53,IL,407.22,50.72,14.84,2.21,5.51,7.72
2539,Riverside,California,31.4,160613.0,161810.0,322423,69584.0,3.34,CA,,,,,,
2540,Ogden,Utah,31.3,44323.0,41127.0,85450,12791.0,2.68,UT,,,,,,
2541,Jacksonville,North Carolina,24.2,40015.0,27348.0,67363,3732.0,2.51,NC,206.95,1.65,79.39,0.19,1.41,1.73
2542,Aurora,Colorado,34.2,177899.0,180971.0,358870,65816.0,2.8200000000000003,CO,247.0,10.97,47.21,0.17,1.94,2.7
2543,Toms River,New Jersey,43.7,43864.0,43886.0,87750,6852.0,2.71,NJ,223.64,4.63,89.41,0.61,1.68,2.14
2544,Pompano Beach,Florida,42.5,56569.0,51202.0,107771,32733.0,2.55,FL,226.97,5.23,87.26,0.51,6.88,9.94
2545,San Clemente,California,45.2,34076.0,31456.0,65532,8109.0,2.64,CA,,,,,,
2546,Orange,California,35.0,67337.0,73658.0,140995,34550.0,3.14,CA,,,,,,
2547,Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,44475.0,2.86,CT,,,,,,
2548,Pleasanton,California,41.3,36662.0,42857.0,79519,23208.0,2.87,CA,,,,,,
2549,El Cajon,California,32.7,54450.0,49238.0,103688,31865.0,3.14,CA,387.19,9.25,246.05,9.78,45.95,53.98
2550,Lake Charles,Louisiana,31.8,35678.0,40388.0,76066,3215.0,2.36,LA,,,,,,
2551,Thousand Oaks,California,44.8,65113.0,64216.0,129329,25330.0,2.79,CA,,,,,,
2552,North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,49815.0,3.31,NV,,,,,,
2553,Miami,Florida,40.4,215840.0,225149.0,440989,260789.0,2.5,FL,,,,,,
2554,South Gate,California,32.5,47758.0,48641.0,96399,40571.0,3.969999999999999,CA,,,,,,
2555,Boulder,Colorado,29.0,56342.0,51000.0,107342,12993.0,2.24,CO,173.57,0.98,89.41,0.57,1.91,2.25
2556,Paterson,New Jersey,34.0,70640.0,77117.0,147757,49810.0,3.37,NJ,400.54,62.38,23.25,10.13,7.46,9.46
2557,Brooklyn Park,Minnesota,35.1,37845.0,41305.0,79150,17490.0,2.85,MN,277.04,12.34,60.08,1.33,4.85,5.87
2558,Alameda,California,41.4,37747.0,40867.0,78614,18841.0,2.52,CA,,,,,,
2559,Camden,New Jersey,27.9,36437.0,39694.0,76131,11317.0,3.0,NJ,,,,,,
2560,Greensboro,North Carolina,35.5,132251.0,153093.0,285344,26667.0,2.36,NC,,,,,,
2561,Garland,Texas,34.5,116406.0,120430.0,236836,62975.0,3.12,TX,600.82,44.55,10.01,1.13,6.16,8.36
2562,Redwood City,California,37.1,42676.0,42624.0,85300,27652.0,2.64,CA,223.64,2.12,90.84,1.03,5.85,11.2
2563,Chico,California,29.9,46168.0,44168.0,90336,8425.0,2.5,CA,,,,,,
2564,Amarillo,Texas,33.8,99391.0,100260.0,199651,21124.0,2.64,TX,191.93,1.61,81.54,0.36,3.56,6.74
2565,Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,2413.0,2.29,SC,,,,,,
2566,Goodyear,Arizona,38.6,36711.0,42292.0,79003,11774.0,2.969999999999999,AZ,,,,,,
2567,Kent,Washington,33.4,61825.0,65137.0,126962,38175.0,3.06,WA,,,,,,
2568,Hawthorne,California,33.7,43682.0,44762.0,88444,32107.0,2.969999999999999,CA,320.44,16.79,150.2,4.17,16.64,21.05
2569,Plantation,Florida,40.6,42881.0,49674.0,92555,27902.0,2.73,FL,,,,,,
2570,Arvada,Colorado,41.0,54870.0,60165.0,115035,4921.0,2.49,CO,323.77,21.94,95.84,2.8,9.73,11.22
2571,Gary,Indiana,38.1,35876.0,41478.0,77354,1884.0,2.35,IN,267.03,18.68,60.8,3.87,2.95,4.61
2572,Sugar Land,Texas,42.1,43889.0,44240.0,88129,31169.0,2.95,TX,,,,,,
2573,Baltimore,Maryland,34.7,294027.0,327822.0,621849,49857.0,2.51,MD,,,,,,
2574,Richmond,California,35.3,52615.0,57100.0,109715,42215.0,2.87,CA,273.71,7.11,58.65,0.57,5.22,5.43
2575,Newport Beach,California,46.8,43161.0,43970.0,87131,15318.0,2.4,CA,313.76,23.99,138.76,13.47,14.79,19.29
2576,Silver Spring,Maryland,33.8,40601.0,41862.0,82463,30908.0,2.6,MD,,,,,,
2577,Peoria,Illinois,33.1,56229.0,62432.0,118661,7517.0,2.4,IL,273.71,13.71,40.41,0.19,2.9,3.4
2578,El Paso,Texas,33.1,332797.0,348339.0,681136,159709.0,3.03,TX,,,,,,
2579,Charlotte,North Carolina,34.3,396646.0,430475.0,827121,128897.0,2.52,NC,270.37,4.46,45.06,0.62,6.95,7.51
2580,Arlington,Texas,32.6,191060.0,197062.0,388122,79271.0,2.89,TX,283.72,13.37,77.25,1.39,3.43,4.9
2581,Winston-Salem,North Carolina,34.7,112520.0,128712.0,241232,24302.0,2.47,NC,,,,,,
2582,Lincoln,Nebraska,32.3,138544.0,138802.0,277346,22958.0,2.4,NE,,,,,,
2583,Renton,Washington,36.3,52779.0,47468.0,100247,28962.0,2.5700000000000003,WA,,,,,,
2584,Pine Hills,Florida,29.2,35344.0,40737.0,76081,20735.0,3.3,FL,210.29,2.12,88.69,0.29,2.93,4.43
2585,Gainesville,Florida,26.0,60803.0,69330.0,130133,15272.0,2.33,FL,,,,,,
2586,Sacramento,California,33.7,237724.0,252991.0,490715,112579.0,2.73,CA,,,,,,
2587,Simi Valley,California,39.0,63243.0,63523.0,126766,23260.0,3.13,CA,,,,,,
2588,Wilmington,Delaware,36.4,32680.0,39277.0,71957,3336.0,2.45,DE,267.03,13.37,60.8,2.44,2.69,3.53
2589,Jackson,Mississippi,31.7,79039.0,91772.0,170811,1789.0,2.65,MS,230.31,4.46,90.84,1.59,4.41,5.73
2590,Thousand Oaks,California,44.8,65113.0,64216.0,129329,25330.0,2.79,CA,,,,,,
2591,Tallahassee,Florida,26.2,89390.0,100504.0,189894,16720.0,2.38,FL,,,,,,
2592,Norwalk,California,35.0,53125.0,54020.0,107145,39396.0,3.88,CA,253.68,9.08,60.08,1.1,2.74,3.37
2593,Nampa,Idaho,31.4,45651.0,44199.0,89850,6607.0,2.98,ID,,,,,,
2594,Manchester,New Hampshire,37.3,54845.0,55378.0,110223,14506.0,2.4,NH,,,,,,
2595,Saint Charles,Missouri,34.9,32054.0,36747.0,68801,5274.0,2.33,MO,,,,,,
2596,Rockville,Maryland,38.1,31205.0,35793.0,66998,25047.0,2.6,MD,337.12,26.05,54.36,3.01,8.98,9.99
2597,Duluth,Minnesota,34.7,41271.0,44855.0,86126,2258.0,2.25,MN,,,,,,
2598,Vista,California,29.3,50680.0,50204.0,100884,23271.0,3.52,CA,,,,,,
2599,Charleston,South Carolina,35.0,63956.0,71568.0,135524,5767.0,2.4,SC,230.31,2.91,75.1,0.57,4.3,4.48
2600,New Bedford,Massachusetts,38.6,43793.0,51166.0,94959,19024.0,2.39,MA,233.65,4.07,65.8,1.03,3.0,5.86
2601,San Bernardino,California,28.5,108671.0,107466.0,216137,55135.0,3.55,CA,400.54,7.71,300.41,10.97,62.44,68.51
2602,New Braunfels,Texas,37.0,33071.0,36852.0,69923,5405.0,2.85,TX,230.31,4.88,74.39,0.31,2.54,4.53
2603,Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,8827.0,2.719999999999999,CO,,,,,,
2604,Plantation,Florida,40.6,42881.0,49674.0,92555,27902.0,2.73,FL,,,,,,
2605,Overland Park,Kansas,38.2,93355.0,93156.0,186511,21407.0,2.41,KS,293.73,18.51,62.94,4.59,5.89,6.92
2606,Amarillo,Texas,33.8,99391.0,100260.0,199651,21124.0,2.64,TX,191.93,1.61,81.54,0.36,3.56,6.74
2607,Menifee,California,37.1,42866.0,44297.0,87163,12481.0,3.06,CA,323.77,5.83,211.72,5.36,35.42,39.15
2608,Missouri City,Texas,37.2,34932.0,36846.0,71778,18556.0,3.03,TX,350.48,23.31,86.55,1.25,6.64,9.15
2609,Palo Alto,California,40.2,31451.0,35397.0,66848,23348.0,2.55,CA,,,,,,
2610,New Rochelle,New York,40.6,38871.0,40967.0,79838,26960.0,2.85,NY,,,,,,
2611,Hartford,Connecticut,31.0,58042.0,65972.0,124014,28467.0,2.59,CT,263.69,9.77,53.64,0.97,2.64,3.35
2612,Dallas,Texas,32.6,639019.0,661063.0,1300082,326825.0,2.59,TX,,,,,,
2613,Tracy,California,35.5,43156.0,43937.0,87093,25410.0,3.42,CA,,,,,,
